20231209	22:22:12	96e8755b-da66-4257-9493-81278995919d	/new-page.html	GET
20231209	22:23:49	46df4b89-bc61-43c4-9288-dac6b34e5809	/new-page.html	GET
20231209	22:23:59	7f371e6e-dabe-4697-8051-ac2bdd9c327a	/new-page.html	GET
20231209	22:24:55	02b35bc3-f090-4c24-8334-ee5e6a411c07	/new-page.html	GET
20231209	22:24:55	ae4b2f88-9ab4-427e-84f2-23784a682608	/css/style.css	GET
20231209	22:24:55	1c7c25be-b3d4-4891-96d7-9b18d56d37ae	/img/img1.jpg	GET
20231209	22:24:55	ace3f999-862f-4f7b-ad4c-1fe328198421	/favicon.ico	GET
20231209	23:37:55	abdb82c1-82fe-440d-821b-178c650d42e2	/new-page.html	GET
20231209	23:37:55	b100c52c-6438-40a9-aa18-bf76931a9650	/css/style.css	GET
20231209	23:37:55	372076bb-a0c2-4dd0-87c3-de2ef58f8c25	/img/img1.jpg	GET
20231209	23:37:57	5ea1810d-3fe1-4434-8512-0aaa43907ce4	/new-page.html	GET
20231209	23:37:57	48078613-b0fa-4ecc-a784-0fe6a59797c2	/css/style.css	GET
20231209	23:37:57	4e6cb84a-d183-4020-853f-cec088a8cf5f	/img/img1.jpg	GET
20240118	23:42:13	7c780fcc-24e9-4c22-8120-c2b7dd97609c	GET	undefined	/favicon.ico
20240118	23:42:26	7aff2372-93f2-4655-bb95-ddb682bebad1	POST	undefined	/register
20240118	23:42:28	0e0f4495-f43d-46ae-8dd0-37277771deb9	POST	undefined	/register
20240118	23:42:29	1fe243e0-479b-4b36-8e79-1868376f2a7b	POST	undefined	/register
20240118	23:42:29	eb7e5083-2285-411f-bc88-8df8f1117024	POST	undefined	/register
20240118	23:42:33	29565488-8b15-4353-86dd-2dc839183c9a	GET	undefined	/register
20240118	23:42:33	b0a3552d-c8eb-47e1-ab4f-5cc37f0efbbe	GET	undefined	/favicon.ico
20240118	23:46:48	0404aebf-4042-4a94-ac1c-9513e13deb97	POST	undefined	/register
20240120	19:11:36	b01d4fe1-e9e3-459c-b6c3-8c115247a0f7	GET	undefined	/users/register
20240120	19:11:37	8679e76e-b171-4e7a-9c15-e4b4dffa059f	GET	undefined	/favicon.ico
20240120	19:12:06	447a6145-9122-4ab7-bb40-8775ce8294a8	GET	undefined	/users/login
20240120	19:12:06	743518ae-2e6a-42d9-9c58-1a7dcb762886	GET	undefined	/favicon.ico
20240120	19:12:11	d9a5d15c-3cbc-4018-9ce9-1c1dbe96d15f	GET	undefined	/
20240120	19:12:11	c3480cec-a85a-40f1-845f-2eb38eeee3af	GET	undefined	/css/style.css
20240120	19:12:11	ba699135-fccb-4fed-af5c-e97b98d7644b	GET	undefined	/favicon.ico
20240120	19:12:38	f99c01bf-e4ce-4519-b2ff-1d9ef5f6a137	GET	undefined	/auth
20240120	19:12:38	c75a3d0b-023f-4e69-a554-66cc2942bd61	GET	undefined	/favicon.ico
20240120	19:13:48	e927ff86-a5ab-4211-8184-ba838123c21c	GET	undefined	/register
20240120	19:13:48	34972b92-dd06-470e-b59a-123e0e122707	GET	undefined	/favicon.ico
20240120	19:14:10	3f0f3848-eee4-483d-8b50-8aa46419b8a2	POST	undefined	/register
20240120	19:14:37	cc77b42c-e59e-416e-affa-8a303c11f97d	POST	undefined	/register
20240120	19:24:04	52a1aeb3-66cd-4b62-a2af-0180a5b45348	GET	undefined	/register
20240120	19:24:04	dbedc84d-309f-4510-b418-abdc798a8cf7	GET	undefined	/favicon.ico
20240120	19:50:08	0bc2a42c-0bfc-48df-a311-b0d8e63d68a1	POST	undefined	/register
20240120	20:12:02	f730aea6-37b3-4cd4-a16c-0d18569ee9ff	POST	undefined	/register
20240120	20:12:25	9d6d914e-121b-46fc-8f04-a10d8cecb301	POST	undefined	/register
20240120	20:13:46	ad67083f-55b4-4dae-87aa-a285f9c50a79	GET	undefined	/register
20240120	20:13:46	0ad81b2d-73c4-4ca3-b086-ebd1f0c85586	GET	undefined	/favicon.ico
20240120	20:13:49	424257e1-9b5d-4880-aa37-3e8e831ecef6	GET	undefined	/register
20240120	20:13:49	0a0603a7-7b75-4850-b678-7e9721e05439	GET	undefined	/favicon.ico
20240120	20:14:51	b2a09a1e-4ca2-4791-b200-7c410787aa44	POST	undefined	/register
20240120	20:15:27	ccce3137-ec44-42aa-a411-8360d0581a06	POST	undefined	/auth
20240120	20:16:36	d3e902b0-8092-4a11-84bb-f8c10dcc8235	POST	undefined	/register
20240120	20:16:59	97d77f2e-a7e4-4f4c-9c8d-7c68a360dad7	POST	undefined	/auth
20240120	20:18:33	acace4b7-405f-4087-b149-b8cd849a3f98	POST	undefined	/register
20240120	20:20:56	f6723e28-cdae-4e94-a97a-802d64cad86c	GET	undefined	/employees/1
20240120	20:21:14	c22aab23-6fe2-4d71-93a5-ee63cd67c5d3	POST	undefined	/employees
20240120	20:21:28	51e3d8a1-ec11-4b53-8ca2-fb412694128b	POST	undefined	/auth
20240120	20:21:36	0442648d-6567-4f22-85e2-f27399cb48d9	POST	undefined	/auth
20240120	20:38:31	0fd07c2b-9f28-4a75-b0dc-5c0a8f76e928	POST	undefined	/register
20240120	20:39:33	e53fe967-26bb-48c1-9e21-85e812981479	POST	undefined	/register
20240120	20:39:49	ac1fa2d1-d90a-472f-a594-4a26f264b92c	POST	undefined	/auth
20240120	20:39:59	8a29eeaa-4bb6-4284-9336-7ba4c8466199	GET	undefined	/employees
20240120	20:40:03	9f0582db-7ffb-4175-b51b-572ff3730caf	POST	undefined	/auth
20240120	20:42:09	9533aeaa-4a60-44c9-b0fd-bdaadbbc5a3a	POST	undefined	/register
20240120	20:44:26	5963d596-d59a-44c9-9bbd-d4fecd069938	PUT	undefined	/employees
20240120	20:45:08	58d3c31a-4cf6-4f0d-b900-a0d90645c75e	POST	undefined	/register
20240120	20:49:14	9a1e779c-6528-425b-a171-6c26f76394de	GET	undefined	/register
20240120	20:49:14	412ebfe6-dd7d-4c8a-b424-64233abb0c36	GET	undefined	/favicon.ico
20240120	20:49:41	80ab43b7-fbaf-44de-8156-63b51a74aba4	POST	undefined	/register
20240120	20:49:48	bf808b25-5a34-468c-be51-7ce00f96e454	GET	undefined	/register
20240120	20:49:48	dd85a7b1-7335-414c-bef2-7da8c6940605	GET	undefined	/favicon.ico
20240120	20:50:20	ea515589-7e54-4740-a5a8-e587e4c8c60e	GET	undefined	/register
20240120	20:50:20	209c9a6e-d67a-4c55-a532-2e117b4fbade	GET	undefined	/favicon.ico
20240120	21:04:51	129b7a60-ff36-42e4-980a-42359e7caf3e	GET	undefined	/
20240120	21:04:51	60e9cb7e-25cd-419f-81fb-20ae1f0c215b	GET	undefined	/css/style.css
20240120	21:04:51	9e439604-1548-465b-947b-0403d19be71e	GET	undefined	/favicon.ico
20240120	21:04:56	b8824745-f1f5-44bb-a058-c079856bb706	GET	undefined	/auth
20240120	21:04:56	26b30217-b529-4a6c-b834-b56e36482330	GET	undefined	/favicon.ico
20240120	21:05:36	68764a62-f9ad-4a76-ab9a-2bfeb3906e1b	GET	undefined	/employess
20240120	21:05:36	b947e230-0ab2-428f-a07c-5ebb7690b35f	GET	undefined	/favicon.ico
20240120	21:05:46	294cc439-bdc6-4d6f-b7b6-20cbdee13245	GET	undefined	/employees
20240120	21:05:46	6706dcf6-3f0a-417b-8d9e-b28509c706f9	GET	undefined	/favicon.ico
20240120	21:05:48	f737e337-7f9f-4cd7-a980-b5a0abc0c2c1	GET	undefined	/employees
20240120	21:05:48	9c3faec3-1ab8-41c0-95cb-39685f7ff23f	GET	undefined	/favicon.ico
20240120	21:15:26	74ba4b8f-078b-4058-ac70-d4b3084712d4	POST	undefined	/register
20240120	21:23:19	3920be8d-5ada-42f4-9dd9-b43b23107f17	POST	undefined	/register
20240120	21:26:34	c9c881ff-eb15-4c73-bbd6-bbc93c1dd5c9	POST	undefined	/register
20240121	13:16:16	99741165-dba4-4550-afc8-4787e518236b	POST	undefined	/register
20240121	21:18:03	d3a8dfb2-ebdb-49a1-b029-01d9e2f36c94	POST	undefined	/register
20240121	21:20:23	b3d79369-a357-41a0-afe5-ecf515deba55	POST	undefined	/register
20240121	21:27:35	65931364-0f3a-4775-84b8-9bf5d9e544d0	POST	undefined	/register
20240121	21:27:41	225effbc-e7ba-452d-a148-31f34f1c6f6b	POST	undefined	/register
20240121	21:27:42	38d302f9-7b46-4739-ba6f-c64280740fe6	POST	undefined	/register
20240121	21:35:55	4f0b8130-8d93-4b4c-8078-808b73380b0e	POST	undefined	/register
20240121	21:35:57	99a954b1-77da-4449-b448-6c4611c469b3	POST	undefined	/register
20240121	21:36:24	5c14dfa1-2182-45d6-bbc4-1cd24de94d96	GET	undefined	/employees
20240121	21:39:50	1d967f7c-3665-426d-a970-bf16e6fe64bc	POST	undefined	/register
20240121	21:40:06	66d6fdd6-3513-442b-b198-e8fb41c9d577	POST	undefined	/register
20240121	21:40:11	73929614-9c10-43e9-afc0-771b70aae669	POST	undefined	/register
20240121	21:42:14	58ae97e6-f687-4d59-8d11-759532d0a6c5	GET	undefined	/register
20240121	21:42:14	290aaf5c-06ec-4561-bd47-e2ffec069a44	GET	undefined	/favicon.ico
20240121	21:46:07	0041433f-9c81-4d3f-8f02-fe884cdea938	GET	undefined	/
20240121	21:46:07	9f03e6a4-996a-4610-8215-d59b0cfe0b61	GET	undefined	/css/style.css
20240121	21:46:08	cf28ca8c-b83a-4b3b-aa4b-0e80a4fa5928	GET	undefined	/favicon.ico
20240121	21:46:17	e1a62954-8487-4f01-8b4c-605aaa1a9f3a	GET	undefined	/auth
20240121	21:46:17	4124b2c9-158e-4229-bd9a-4e75d194f4f1	GET	undefined	/favicon.ico
20240121	21:55:41	e2a0afc4-bef7-44a2-9056-20ac0a95757e	POST	undefined	/register
20240121	22:01:56	07116c26-01c3-46d5-8d9c-8ac825d9bf3e	POST	undefined	/register
20240121	22:06:37	7df42594-77ad-4c25-b2ba-bf5d2e2310d0	POST	undefined	/register
20240121	22:07:08	32e3f651-e0c2-4a12-bcbe-5b4190da1e67	POST	undefined	/register
20240121	22:07:32	90d09fd2-68b0-41a2-8484-11747c90af45	POST	undefined	/register
20240121	22:07:34	a2cf9457-f7b3-45bf-af60-beb549f33e44	POST	undefined	/register
20240121	22:07:35	152b49b4-8f4d-4197-8d28-214f471b93cf	POST	undefined	/register
20240121	22:07:46	96c2a8fd-c2a6-4edf-be75-83ef42ef9322	POST	undefined	/register
20240121	22:23:47	dec1c51b-5077-4c4d-9354-696cb2147599	POST	undefined	/register
20240121	22:24:29	2c1ab7f9-0e67-472b-9b9f-b5e21b0f03e9	POST	undefined	/auth
20240122	21:26:56	aa2421c1-758b-4b06-b51a-7a05435d7131	POST	undefined	/auth
20240122	21:27:06	d002bcb0-aee3-4da8-b679-0c5701e248de	POST	undefined	/auth
20240122	21:27:42	27bb85cb-a0f0-464b-aef0-27a8989363ec	POST	undefined	/auth
20240122	21:27:43	3d0b9c6d-0f1d-4704-9762-05f8d86fdae0	POST	undefined	/auth
20240122	21:52:29	22930fd0-8ae4-47ed-861c-173f8ee4c3b7	POST	undefined	/auth
20240122	21:52:58	b02f963d-0714-457e-9147-54fa5fb889fb	POST	undefined	/auth
20240122	21:53:34	6da0166d-8bd1-4585-92bc-7378d4ddd76b	POST	undefined	/auth
20240122	21:55:42	62815a10-f8e1-475d-a3ef-551441873306	POST	undefined	/auth
20240122	21:55:54	fcb75014-6015-401e-8005-1914fd7f6fa1	POST	undefined	/auth
20240122	21:57:43	77b36e2c-31bf-442e-b351-8379f386790b	POST	undefined	/auth
20240122	21:58:50	e11418e4-4ea0-420f-bb67-78a2153c4dab	POST	undefined	/auth
20240122	21:59:17	5ef099e3-2f9c-4093-89ba-d7ba53bf53ba	POST	undefined	/register
20240122	22:06:47	2ec8f4f0-2e87-4d40-91b1-e37254ed0a15	POST	undefined	/register
20240122	22:07:16	e5959877-549b-4f1c-bfab-164adb189914	POST	undefined	/register
20240122	22:09:01	92463768-358a-4b8e-9e9a-cfee8d59a21f	POST	undefined	/register
20240122	22:09:27	4d58ebe8-e402-41b0-843a-5b5d72920069	POST	undefined	/register
20240122	22:09:48	40fee25b-79f4-4bc1-97bc-70e20e6b1536	POST	undefined	/register
20240122	22:10:04	b146c3a9-cbf9-4f24-922d-603096929a10	POST	undefined	/register
20240122	22:10:26	3c16a6d2-e680-4e72-abe9-7dd6762b2ffb	POST	undefined	/register
20240122	22:11:22	5ea04807-1c46-48d4-89fe-d36555357f20	POST	undefined	/register
20240122	22:11:51	3ab02ed7-f5d0-4bdc-8200-ee35f524b830	POST	undefined	/register
20240122	22:13:47	84f2a973-cbf4-4380-a773-03e3fba88141	POST	undefined	/register
20240122	22:15:45	ac2ab125-3c29-4e36-ae76-5b366ce71432	POST	undefined	/register
20240122	22:22:42	66f96443-51ae-4df0-a1db-817d2b90fa19	POST	undefined	/register
20240122	22:23:00	9382ffda-46fb-49fb-ade3-63e78a70d56c	POST	undefined	/register
20240122	22:23:30	7540515d-e33d-4a66-9a9e-2d50af88874b	POST	undefined	/register
20240122	22:25:17	8532867b-f773-4be6-a1b8-8e325870f022	POST	undefined	/register
20240122	22:28:18	950f8036-6a9d-445c-b01e-5c40dfcf0fee	POST	undefined	/register
20240122	22:28:56	64407fe3-09f3-4889-aa7d-6d02adb3f4ad	POST	undefined	/register
20240122	22:30:11	fce3ce5c-45c8-4066-96a8-10d350c8660e	POST	undefined	/register
20240122	22:33:05	ee0799f5-fe79-4bb2-a591-c68af6589264	POST	undefined	/register
20240122	22:34:50	4727ce88-8d0c-428e-9539-6bd1a1640478	POST	undefined	/register
20240122	22:35:34	528efd9b-31f3-4740-a3f2-8858af5ecbc8	POST	undefined	/register
20240122	22:36:11	aacf6f8c-8057-4bdb-bca0-6a9c2a8c66bd	POST	undefined	/register
20240122	22:38:30	81a8bd9f-1517-4048-99a9-0978a7526da1	POST	undefined	/register
20240122	22:54:54	211b444e-c2cc-44f6-9eff-f1491895ce0a	POST	undefined	/register
20240122	23:14:25	bea76736-2396-4590-a777-4934f23c0c11	POST	undefined	/register
20240122	23:20:27	0901ccdd-5536-4476-acc3-d6606da7572b	POST	undefined	/register
20240122	23:46:45	82ecd939-4633-47a7-8444-973236954149	POST	undefined	/register
20240122	23:47:05	413cfa0a-abf2-4d33-8dfb-ef0eeb88210a	POST	undefined	/register
20240122	23:50:44	a6358cc8-14e1-4864-986c-d3b556e0e763	POST	undefined	/auth
20240122	23:53:10	f96f41b2-0094-4f63-a0ec-2d79b60f0bf7	POST	undefined	/auth
20240122	23:55:27	aa0d6d14-762b-405b-95c3-a142b60b4248	POST	undefined	/auth
20240122	23:56:21	28c70094-6188-4739-a460-5f5faff7656c	POST	undefined	/auth
20240123	21:29:15	51523646-bdb1-432e-8c71-577eaaaab405	POST	undefined	/auth
20240123	21:32:10	ee39b13d-71e3-4c54-8655-14acf47b9cd5	POST	undefined	/auth
20240123	21:34:38	8f479f87-d1b1-4e47-9302-6977f57d99fb	POST	undefined	/auth
20240123	21:37:47	8a35b611-863a-4e47-82c4-21c19513d9a1	POST	undefined	/auth
20240123	21:38:16	40ace86e-aa27-4a52-9351-454f39b8424f	POST	undefined	/auth
20240123	21:38:46	6714367a-b543-4bbc-933c-b2c22b548550	POST	undefined	/auth
20240123	21:48:58	6a387179-7bb2-4641-9e3f-2a6bcea89e9d	POST	undefined	/auth
20240123	21:49:57	a522aab6-9049-466d-bc8a-f8f2d199eadb	POST	undefined	/auth
20240123	21:50:02	506ae532-3c70-403e-a105-2f1cf76c676b	GET	undefined	/refresh
20240123	21:52:15	69ca078a-23d9-43e6-ae6f-2c13295832a8	POST	undefined	/auth
20240123	21:52:25	4588e93f-1aef-4d83-bbfe-d981d5ec7df8	GET	undefined	/logout
20240123	23:10:07	65f0cd60-cefb-4082-9701-3a6d1b5fba87	POST	undefined	/auth
20240123	23:10:25	77e63d17-cb4a-4514-ac0e-da6a659f3673	GET	undefined	/employees
20240123	23:13:50	0e499047-b6de-4b93-82d9-1e3c28bf4134	POST	undefined	/auth
20240123	23:14:04	1a6e0a7a-1697-48e6-878b-4e8abdecb17a	GET	undefined	/employees
20240123	23:39:09	4648e219-7e5b-4e71-9afe-48ac034b8cbf	POST	undefined	/auth
20240123	23:39:34	5043870f-c702-46da-a84c-5bece241a78b	POST	undefined	/register
20240124	00:16:20	22ce9044-8f86-4397-bfcc-121a500afde2	POST	undefined	/register
20240124	00:26:51	e3c14183-dee5-42d7-966f-f477509f740d	POST	undefined	/register
20240124	22:27:44	29051df0-00a8-4ce4-af1f-8148203e5d42	POST	undefined	/register
20240124	22:35:03	feebc0d5-3f7c-4cbc-9ab7-39543560148c	POST	undefined	/auth
20240124	22:35:18	c429ac50-8da4-4827-ae7f-120f42bf987b	GET	undefined	/employees
20240124	22:37:30	be654e54-6a9e-4259-91a8-1bdd6fc72972	POST	undefined	/auth
20240124	22:37:46	baa57516-33a8-44e8-ad40-11b06d8276ea	GET	undefined	/employees
20240124	22:44:45	63e5fe3f-0f0c-4433-a9c8-9f97c1960dc7	POST	undefined	/auth
20240124	22:44:56	53a38d2b-36f5-4973-87c0-b8db4cd68650	GET	undefined	/employees
20240124	22:48:32	d818fad6-81a0-4f5d-a732-440d41fb0036	POST	undefined	/employees
20240124	22:48:44	98f2a232-818d-4861-9a5a-4e6d553ef67e	POST	undefined	/auth
20240124	22:49:00	c5b29dd2-7b5b-4bec-9735-a5f0f7ec02c9	POST	undefined	/employees
20240124	22:52:37	3c916cbe-ead3-4062-96bb-415913502cd6	POST	undefined	/auth
20240124	22:53:09	84ab177d-bc5c-43b0-bb10-e56877adcdf2	POST	undefined	/employees
20240124	22:53:16	32867a54-f824-4df0-b3fb-14431cb8fa75	POST	undefined	/auth
20240124	22:53:29	3d49af26-974e-482d-85a8-fcc0f72ae7e2	POST	undefined	/employees
20240124	23:02:10	b255de40-9f81-4b6d-ab30-c5e9216e693e	POST	undefined	/auth
20240124	23:02:35	944e0d24-87a8-4293-8603-1ce5a2298ce7	GET	undefined	/employees
20240124	23:02:53	d6e053f5-a1bf-4bc6-bb2b-44f7404b1063	POST	undefined	/employees
20240124	23:25:50	a3efe3ce-f096-43dc-9f11-57443fbf47cf	POST	undefined	/auth
20240124	23:26:05	9669fefe-003f-4392-95d5-5ccab00fd461	GET	undefined	/employees
20240124	23:26:52	0888a460-d0cd-4821-80d4-cdda5cf1bd65	POST	undefined	/auth
20240124	23:27:05	86193500-1b69-4aab-88b0-a9227e9e4832	GET	undefined	/logout
20240124	23:27:16	ba0be51d-7df9-4e02-9a8b-609754b7d809	GET	undefined	/employees
20240124	23:27:37	06ebba3f-3067-4150-a572-28dae31441a5	GET	undefined	/logout
20240124	23:27:54	ddfdaefa-2bc2-4389-a12e-35d5f58e7c44	GET	undefined	/employees/1
20240124	23:28:05	9ba9aa74-9ee2-40d1-94d0-14392a433ab9	PUT	undefined	/employees
20240124	23:28:21	e3ecac69-7d5e-40c1-9985-c83486ff14d6	POST	undefined	/auth
20240124	23:29:02	ab64ccff-68fb-43a3-a532-3e44bd96355b	GET	undefined	/employees/1
20240124	23:29:14	ae9f7745-005c-4910-8ab4-c3cd8e2f2e07	GET	undefined	/employees/2
20240124	23:29:27	01eeea87-ab5d-4e7a-89ac-560e494ccd3a	GET	undefined	/logout
20240124	23:29:35	c37fb626-cb8b-4896-ad81-3c9517ce5477	GET	undefined	/employees/2
20240124	23:29:42	f75950c4-ec7a-419d-bd70-59d286dd8108	GET	undefined	/employees/1
20240124	23:29:55	3e1fb688-7dd1-4a2f-8eac-39c11a55a1b2	GET	undefined	/employees
20240124	23:30:07	f3c62f0b-f5ce-45d7-881c-7a2bf504b295	PUT	undefined	/employees
20240124	23:30:12	7e5eceee-e0f4-4a90-9142-5d7dc0a7e72c	POST	undefined	/auth
20240124	23:30:35	11a30191-b1c0-4e3d-a8c9-41ca3da39d79	PUT	undefined	/employees
20240124	23:30:55	f82aab15-7b31-4a95-a0dd-4e38443e9fbd	GET	undefined	/employees/1
20240124	23:45:21	548cb218-8cd7-4452-81c1-b10ba9c2aabd	POST	undefined	/auth
20240124	23:45:41	96c54d0a-66d1-4749-a0c1-79c855003643	DELETE	undefined	/employees
20240128	21:30:20	7bea612a-fd21-4d60-8d62-7b3a3ea71b19	GET	undefined	/users/register
20240128	21:30:20	e6be8d68-8ebc-42f7-9345-70358d3c65b7	GET	undefined	/favicon.ico
20240128	21:32:00	ddb75ffa-e141-4128-a9a0-cf8ef07a21d5	POST	undefined	/auth
20240128	21:32:44	77cdd197-f9a2-4abc-8ad9-fe86ca8c0aa7	GET	undefined	/employees
20240128	21:33:24	68e1391c-c2dc-43c6-ac16-eaada051817f	GET	undefined	/logout
20240128	21:33:34	c1d0d550-8c0a-4f4f-8c8b-13501a066b31	GET	undefined	/employees
20240129	23:09:17	410d6683-dc76-484f-a68e-bab236ad092c	GET	undefined	/users/register
20240129	23:09:17	2b6183e9-13a5-4c7c-91e3-f7ba149cb0c1	GET	undefined	/favicon.ico
20240129	23:11:02	51d42a46-5362-4923-a4ba-364ade6ae0bc	POST	undefined	/auth
20240129	23:11:28	6facae98-4f78-4fcf-966e-c5019edcbd5c	GET	undefined	/refresh
20240129	23:12:23	f6f33153-acba-42b4-8d28-a9ed4ac4a447	GET	undefined	/employees
20240129	23:19:38	3f90eb1b-dba4-4684-9174-95859fcf627c	GET	undefined	/employees
20240129	23:19:44	c5566a0c-034f-425d-a1b4-f2367b7836f3	POST	undefined	/auth
20240129	23:19:59	897a3b6d-c873-4810-be62-405f7662e6f2	GET	undefined	/employees
20240129	23:20:15	d02e308f-2ab0-4144-9177-e1d03e4b3ae8	GET	undefined	/employees/2
20240129	23:24:23	1bc76bd5-47e5-4bf2-ae60-bdfab0b42a1a	GET	undefined	/employees/2
20240129	23:24:27	36bb7710-d8cb-4475-858a-cf34d54dd718	GET	undefined	/employees/3
20240129	23:24:32	5ea3f249-110e-44a2-ad32-eadf2609aeff	GET	undefined	/employees/1
20240129	23:24:35	e73fd355-5ec5-4d6d-93ce-27bf87bdef66	GET	undefined	/employees/3
20240129	23:24:39	4b61f48e-d9ee-41c9-ad63-ba1d72da508b	GET	undefined	/employees/e
20240129	23:35:59	41518636-c4e6-4451-ae5b-6d7e3dedc980	POST	undefined	/auth
20240129	23:36:26	c75fe044-839f-4f28-8dd8-d6cbdb3217ac	GET	undefined	/employees
20240129	23:37:04	ec1fc2fa-da23-46d9-ba37-85f5e098eba3	DELETE	undefined	/employees/1
20240129	23:37:29	74570b74-e71d-4b1e-aadc-fcd260a86aa7	GET	undefined	/employees
20240129	23:37:40	6f020b46-bb83-4747-b53e-02f1f7d552d8	GET	undefined	/employees
20240129	23:38:05	385c3557-a312-444a-a41f-2f2da6e08d5e	GET	undefined	/employees/
20240129	23:38:11	15aa6d0e-b7a2-48e4-b01a-eb6a29e1154f	POST	undefined	/auth
20240129	23:38:24	62dc45a8-2a27-4a94-a694-e8e01ba39792	POST	undefined	/auth
20240129	23:38:38	34f577c2-374d-49ba-974c-e4a560aa609b	GET	undefined	/employees/
20240129	23:38:48	4d201940-02e9-456b-baa0-67c2764e213c	GET	undefined	/employees/2
20240129	23:39:41	0aef86d2-6045-48e3-b465-13d40d94281f	GET	undefined	/refresh
20240129	23:39:59	530da340-2de4-4d7a-8014-dd3f934b1d3f	GET	undefined	/logout
20240129	23:40:09	2d7e4302-7ca5-4e5c-a7c0-9a442b9159ca	GET	undefined	/employees/2
20240129	23:51:16	71b7ca46-1dee-4cd0-974c-f8f8bb23c260	POST	undefined	/auth
20240129	23:51:30	d45d61cb-a153-45ac-93ff-a320aa7dc445	GET	undefined	/employees/2
20240129	23:51:56	f2923508-107f-4ea2-b97f-4a12912125c5	POST	undefined	/employees
20240130	00:00:37	110e0ca4-fb2e-4318-b12a-92a08510fb0d	POST	undefined	/auth
20240130	00:01:01	410462d8-7a7c-4225-9f4f-6b329b8290cd	GET	undefined	/refresh
20240130	00:01:17	ec9dbb8c-48ec-446b-a634-ec27d5578cc9	GET	undefined	/logout
20240130	21:33:49	9235b5e9-1bc8-40aa-83e0-8ba8a3130bda	GET	undefined	/users/register
20240130	21:33:49	cdae3d29-4570-49cb-8a0e-d4455a872fdd	GET	undefined	/favicon.ico
20240130	21:33:56	b8b3667a-bcb6-4c57-b007-a41a01bde5ee	GET	undefined	/users
20240130	21:33:56	c509a903-46d5-4a23-876e-cdccb8b81231	GET	undefined	/favicon.ico
20240130	21:34:04	9e1d1cb5-5f0b-4b9a-865b-680724ba78a0	GET	undefined	/register
20240130	21:34:05	e90e93b1-5fb6-4286-bb24-5e4b854ebdef	GET	undefined	/register
20240130	21:34:05	3b4f4e35-dd63-4ca0-88c0-4f5752ea511f	GET	undefined	/favicon.ico
20240130	21:34:10	421339a2-ca0a-4f2b-88ce-34adc559d4a1	GET	undefined	/auth
20240130	21:34:11	aa1425bd-8914-4ebe-b2a8-4eb7db957d44	GET	undefined	/auth
20240130	21:34:11	dc520b19-8206-4c2d-b4b0-8d6ec55bba32	GET	undefined	/favicon.ico
20240130	21:36:10	e77f493f-c873-494f-af78-779adc788942	POST	undefined	/auth
20240130	21:36:26	b242f140-de2d-455f-97db-9bd53faef968	GET	undefined	/
20240130	21:36:26	5536d8a2-c311-42e0-9e67-92e270765281	GET	undefined	/css/style.css
20240130	21:36:26	730cd43a-2a0d-4d83-87ce-3b3d3da20aaa	GET	undefined	/favicon.ico
20240130	21:38:16	91278ea0-2ca9-4d46-ba02-889c6b69b08b	GET	undefined	/register
20240130	21:38:16	32a6d120-4055-41e0-8520-e20cb3499b1d	GET	undefined	/favicon.ico
20240130	21:38:35	32fbdfa8-e5e1-42f7-a248-706dbd3f8dd3	GET	undefined	/register
20240130	21:38:35	c5cb0e1d-711f-4fbe-9a36-a03272d60eee	GET	undefined	/favicon.ico
20240130	21:38:38	dd755178-2dfc-43ec-9f4d-a0e8f02a5f17	GET	undefined	/register
20240130	21:38:38	af536c4d-297a-4a5f-b262-e01cedd9c3f6	GET	undefined	/favicon.ico
20240130	21:38:39	f9d5b372-a320-40ac-a3c7-2b9a37962e17	GET	undefined	/register
20240130	21:38:39	8384f723-3417-40de-a597-7c42caf044a2	GET	undefined	/favicon.ico
20240130	21:38:39	cfe0ca22-1646-4871-9ed0-8a648187a19e	GET	undefined	/register
20240130	21:38:39	214644fc-9f91-43dd-b4ce-8fed2f31415d	GET	undefined	/favicon.ico
20240130	21:38:39	0c4f69f1-86c3-4fae-958b-3eac6914a5b5	GET	undefined	/register
20240130	21:38:39	4102c5ec-f50f-413b-989a-bde983873968	GET	undefined	/favicon.ico
20240130	21:39:11	cf700234-9e53-4431-aa90-8e4f4682505e	GET	undefined	/favicon.ico
20240130	21:39:11	0bac4737-d156-4952-8802-df9f6e2a0793	GET	undefined	/favicon.ico
20240130	21:40:12	5b47d8fa-7660-4abc-8702-f3032700a8cf	GET	undefined	/register
20240130	21:40:12	cdcf7e34-fe70-4a3b-9e1e-3a4c4d7d6d42	GET	undefined	/favicon.ico
20240130	21:40:14	a38f8749-b472-492a-9fd9-a1255230aa94	GET	undefined	/register
20240130	21:40:14	b235a06f-b70a-48fe-a8af-2f56b08da2de	GET	undefined	/favicon.ico
20240130	21:40:16	c42305ac-834c-46f6-887a-10351c9dd0ce	GET	undefined	/register
20240130	21:40:16	808132d8-8036-4058-acf9-b03ff8b5c4fd	GET	undefined	/favicon.ico
20240130	21:54:19	05864961-c069-4295-bc67-b60192a1e42f	GET	undefined	/register
20240130	21:54:19	93902952-1b21-4f08-bc51-272e819515c2	GET	undefined	/favicon.ico
20240130	22:12:34	015fbc7f-1408-4ccb-8c14-ac70b673e93f	POST	undefined	/register
20240130	22:14:03	f20b8ce6-f01f-48e8-a35e-67f7fb4bdcf9	POST	undefined	/auth
